,scaler,fs_model,fs_m,pca_n,tot_n_features,max_depth,n_estimators,train_mcc,val_mcc,train_balanced_acc,val_balanced_acc
118,RobustScaler,ExtraTreesClf_10,200,0,200,None,750,1.0,0.5203659903357583,1.0,0.6734701857282502
119,RobustScaler,ExtraTreesClf_10,200,0,200,None,1000,1.0,0.5152251681691404,1.0,0.6734288634142007
120,RobustScaler,ExtraTreesClf_10,200,5,205,5,500,0.5486907884896592,0.3866395560695913,0.9716410357319449,0.8240889096241002
121,RobustScaler,ExtraTreesClf_10,200,5,205,5,750,0.550713858072611,0.3966302034234637,0.973069758524304,0.8325462098995823
122,RobustScaler,ExtraTreesClf_10,200,5,205,5,1000,0.5525481147189043,0.39991317434926676,0.9718751955115592,0.8327528214698302
123,RobustScaler,ExtraTreesClf_10,200,5,205,10,500,0.9289276735161385,0.5283587144958231,0.9992011019283747,0.7343168488403093
124,RobustScaler,ExtraTreesClf_10,200,5,205,10,750,0.924825556880238,0.5279051184737802,0.9991460055096419,0.7301501821736426
125,RobustScaler,ExtraTreesClf_10,200,5,205,10,1000,0.9277366659401112,0.5400026861020261,0.9991873278236915,0.7343994934684084
126,RobustScaler,ExtraTreesClf_10,200,5,205,20,500,1.0,0.51897675351677,1.0,0.6772853905625167
127,RobustScaler,ExtraTreesClf_10,200,5,205,20,750,1.0,0.5266428921548516,1.0,0.6814520572291833
128,RobustScaler,ExtraTreesClf_10,200,5,205,20,1000,1.0,0.5266428921548516,1.0,0.6814520572291833
129,RobustScaler,ExtraTreesClf_10,200,5,205,None,500,1.0,0.49152773790425397,1.0,0.6609288634142007
130,RobustScaler,ExtraTreesClf_10,200,5,205,None,750,1.0,0.4926085752668895,1.0,0.6609288634142008
131,RobustScaler,ExtraTreesClf_10,200,5,205,None,1000,1.0,0.49884946637041283,1.0,0.6609701857282502
132,RobustScaler,ExtraTreesClf_10,200,10,210,5,500,0.5348863487305404,0.39803677033010143,0.9696888969616243,0.8403836754643206
133,RobustScaler,ExtraTreesClf_10,200,10,210,5,750,0.5384544589427949,0.3873792808458857,0.971201752792662,0.8318850528747889
134,RobustScaler,ExtraTreesClf_10,200,10,210,5,1000,0.5380207497424133,0.3922513149884088,0.967258448622085,0.8322569537012352
135,RobustScaler,ExtraTreesClf_10,200,10,210,10,500,0.9232948224542962,0.5341838777521448,0.9991184573002755,0.7343994934684084
136,RobustScaler,ExtraTreesClf_10,200,10,210,10,750,0.9242524699280561,0.515757782939669,0.9991322314049587,0.7259835155069759
137,RobustScaler,ExtraTreesClf_10,200,10,210,10,1000,0.9261535121897286,0.5244027684335125,0.999159779614325,0.7219821380965075
138,RobustScaler,ExtraTreesClf_10,200,10,210,20,500,1.0,0.5575906272540929,1.0,0.6939002932551319
139,RobustScaler,ExtraTreesClf_10,200,10,210,20,750,1.0,0.5525548006218102,1.0,0.6938589709410824
140,RobustScaler,ExtraTreesClf_10,200,10,210,20,1000,1.0,0.5451767524037816,1.0,0.6898267128765663
141,RobustScaler,ExtraTreesClf_10,200,10,210,None,500,1.0,0.528334923914497,1.0,0.6773680351906158
142,RobustScaler,ExtraTreesClf_10,200,10,210,None,750,1.0,0.5354813795830995,1.0,0.6815347018572826
143,RobustScaler,ExtraTreesClf_10,200,10,210,None,1000,1.0,0.5194425164002495,1.0,0.6734701857282503
144,RobustScaler,ExtraTreesClf_50,50,0,50,5,500,0.4298402087088387,0.3180010042382351,0.947432794478249,0.8271052163867414
145,RobustScaler,ExtraTreesClf_50,50,0,50,5,750,0.43385994979205394,0.3180671248342236,0.9478322435140618,0.8233517728605704
146,RobustScaler,ExtraTreesClf_50,50,0,50,5,1000,0.43949846499236733,0.32680960215511157,0.9484796264341718,0.8243435083977606
147,RobustScaler,ExtraTreesClf_50,50,0,50,10,500,0.8459394690126806,0.47669549569309555,0.9979752066115701,0.7371403181373856
148,RobustScaler,ExtraTreesClf_50,50,0,50,10,750,0.8454274219339357,0.4661691314048686,0.9979752066115702,0.7289827157202524
149,RobustScaler,ExtraTreesClf_50,50,0,50,10,1000,0.8508320085232433,0.4778027715885137,0.9980440771349862,0.7330976184128677
150,RobustScaler,ExtraTreesClf_50,50,0,50,20,500,1.0,0.5513188576231027,1.0,0.6895992179863148
151,RobustScaler,ExtraTreesClf_50,50,0,50,20,750,1.0,0.5578822152967757,1.0,0.6937658846529815
152,RobustScaler,ExtraTreesClf_50,50,0,50,20,1000,1.0,0.5513188576231027,1.0,0.6895992179863148
153,RobustScaler,ExtraTreesClf_50,50,0,50,None,500,1.0,0.5376140996048858,1.0,0.681400293255132
154,RobustScaler,ExtraTreesClf_50,50,0,50,None,750,1.0,0.5444820938553092,1.0,0.6854325513196482
155,RobustScaler,ExtraTreesClf_50,50,0,50,None,1000,1.0,0.5444820938553092,1.0,0.6854325513196482
156,RobustScaler,ExtraTreesClf_50,50,5,55,5,500,0.5077357907432551,0.3862716673322301,0.9460282646646283,0.8392988536390296
157,RobustScaler,ExtraTreesClf_50,50,5,55,5,750,0.5059728732747828,0.383044850620053,0.9432918092009002,0.8352148316004622
158,RobustScaler,ExtraTreesClf_50,50,5,55,5,1000,0.5082246672224949,0.3843325937379958,0.9447220204038387,0.8352561539145116
159,RobustScaler,ExtraTreesClf_50,50,5,55,10,500,0.8433058350108883,0.46410341807411737,0.9979476584022038,0.7288069848040524
160,RobustScaler,ExtraTreesClf_50,50,5,55,10,750,0.8478668460583115,0.4673419906288043,0.9980165289256198,0.7288483071181018
161,RobustScaler,ExtraTreesClf_50,50,5,55,10,1000,0.8519612716767754,0.4673419906288043,0.998099173553719,0.7288483071181018
162,RobustScaler,ExtraTreesClf_50,50,5,55,20,500,1.0,0.549105785847992,1.0,0.6894234870701146
163,RobustScaler,ExtraTreesClf_50,50,5,55,20,750,1.0,0.549105785847992,1.0,0.6894234870701146
164,RobustScaler,ExtraTreesClf_50,50,5,55,20,1000,1.0,0.549105785847992,1.0,0.6894234870701146
165,RobustScaler,ExtraTreesClf_50,50,5,55,None,500,1.0,0.5460332424864566,1.0,0.6854325513196482
166,RobustScaler,ExtraTreesClf_50,50,5,55,None,750,1.0,0.5460332424864566,1.0,0.6854325513196482
167,RobustScaler,ExtraTreesClf_50,50,5,55,None,1000,1.0,0.5460332424864566,1.0,0.6854325513196482
168,RobustScaler,ExtraTreesClf_50,50,10,60,5,500,0.5039036661094696,0.3733568752712091,0.9380590116953753,0.8269228205811784
169,RobustScaler,ExtraTreesClf_50,50,10,60,5,750,0.5046433849155374,0.381128049763751,0.9367955781592144,0.8275013329778727
170,RobustScaler,ExtraTreesClf_50,50,10,60,5,1000,0.5074308668352929,0.38234486516992805,0.9382518491609402,0.8275839776059717
171,RobustScaler,ExtraTreesClf_50,50,10,60,10,500,0.856705063007442,0.47046408941733464,0.9981955922865013,0.7249295743357328
172,RobustScaler,ExtraTreesClf_50,50,10,60,10,750,0.8594054566503082,0.47086741860264386,0.998236914600551,0.7249295743357327
173,RobustScaler,ExtraTreesClf_50,50,10,60,10,1000,0.8613989320853148,0.4736782504021156,0.9982644628099173,0.7249708966497823
174,RobustScaler,ExtraTreesClf_50,50,10,60,20,500,1.0,0.5466776675132909,1.0,0.6813485292810807
175,RobustScaler,ExtraTreesClf_50,50,10,60,20,750,1.0,0.5411633035874486,1.0,0.6813072069670311
176,RobustScaler,ExtraTreesClf_50,50,10,60,20,1000,1.0,0.5411633035874486,1.0,0.6813072069670311
177,RobustScaler,ExtraTreesClf_50,50,10,60,None,500,1.0,0.5539912511631834,1.0,0.6855151959477473
178,RobustScaler,ExtraTreesClf_50,50,10,60,None,750,1.0,0.548476887237341,1.0,0.6854738736336977
179,RobustScaler,ExtraTreesClf_50,50,10,60,None,1000,1.0,0.548476887237341,1.0,0.6854738736336977
180,RobustScaler,ExtraTreesClf_50,100,0,100,5,500,0.5799487343577138,0.4206489184233121,0.9570799402617585,0.8298671465387009
181,RobustScaler,ExtraTreesClf_50,100,0,100,5,750,0.586123437417785,0.4283036830042428,0.9600352929898384,0.8302803696791967
182,RobustScaler,ExtraTreesClf_50,100,0,100,5,1000,0.5904039190234056,0.43064712903557817,0.9602296188659825,0.830445658935395
183,RobustScaler,ExtraTreesClf_50,100,0,100,10,500,0.9018584667199098,0.5281799891557016,0.9988567493112948,0.738090731360526
184,RobustScaler,ExtraTreesClf_50,100,0,100,10,750,0.9039582719430572,0.5191623519898644,0.9988842975206611,0.7379254421043278
185,RobustScaler,ExtraTreesClf_50,100,0,100,10,1000,0.9102310753067945,0.5191623519898644,0.9989669421487603,0.7379254421043278
186,RobustScaler,ExtraTreesClf_50,100,0,100,20,500,1.0,0.5597331507271686,1.0,0.7018408424420154
187,RobustScaler,ExtraTreesClf_50,100,0,100,20,750,1.0,0.5714055227673295,1.0,0.7060488314227318
188,RobustScaler,ExtraTreesClf_50,100,0,100,20,1000,1.0,0.5768560368347564,1.0,0.7060901537367813
189,RobustScaler,ExtraTreesClf_50,100,0,100,None,500,1.0,0.5387532615391147,1.0,0.689475251044166
190,RobustScaler,ExtraTreesClf_50,100,0,100,None,750,1.0,0.5432480187997442,1.0,0.6895165733582156
191,RobustScaler,ExtraTreesClf_50,100,0,100,None,1000,1.0,0.5536326526054647,1.0,0.6895992179863147
192,RobustScaler,ExtraTreesClf_50,100,5,105,5,500,0.5556361843068771,0.41990360817230277,0.9615719129355493,0.8376528481293878
193,RobustScaler,ExtraTreesClf_50,100,5,105,5,750,0.555326084400583,0.42128051811526257,0.9616009495554949,0.8377768150715366
194,RobustScaler,ExtraTreesClf_50,100,5,105,5,1000,0.5606383027516946,0.4230604942504167,0.9618473950292132,0.8379007820136852
195,RobustScaler,ExtraTreesClf_50,100,5,105,10,500,0.90923380146544,0.5077373814082098,0.9989531680440771,0.7296334310850441
196,RobustScaler,ExtraTreesClf_50,100,5,105,10,750,0.906110319035086,0.5180303055126917,0.9989118457300274,0.7338414200657603
197,RobustScaler,ExtraTreesClf_50,100,5,105,10,1000,0.909187537286564,0.5208411373121634,0.9989531680440771,0.7338827423798099
198,RobustScaler,ExtraTreesClf_50,100,5,105,20,500,1.0,0.5481812204625018,1.0,0.6936419177108326
199,RobustScaler,ExtraTreesClf_50,100,5,105,20,750,1.0,0.54836508456052,1.0,0.6937763263129832
