,i,fold,scaler,clip,u1,d1,u2,d2,batch,epoch,patience,lr,precision,recall,auc,mcc
227,227,3,StandardScaler,10,128,0.25,128,0.25,8192,75,40,0.001,0.57894737,0.36666667,0.4094608,0.45871153
228,228,3,StandardScaler,10,128,0.25,128,0.4,4096,75,20,0.001,0.5652174,0.43333334,0.42181414,0.48388502
229,229,3,StandardScaler,10,128,0.25,128,0.4,4096,75,40,0.001,0.6818182,0.5,0.4914114,0.62590325
230,230,3,StandardScaler,10,128,0.25,128,0.4,8192,75,20,0.001,0.68421054,0.43333334,0.5457392,0.542813
231,231,3,StandardScaler,10,128,0.25,128,0.4,8192,75,40,0.001,0.59090906,0.43333334,0.47101638,0.5040045
232,232,3,StandardScaler,10,128,0.25,512,0.25,4096,75,20,0.001,0.55,0.36666667,0.48040465,0.4587248
233,233,3,StandardScaler,10,128,0.25,512,0.25,4096,75,40,0.001,0.6,0.4,0.4158516,0.5048089
234,234,3,StandardScaler,10,128,0.25,512,0.25,8192,75,20,0.001,0.6111111,0.36666667,0.4821688,0.47145137
235,235,3,StandardScaler,10,128,0.25,512,0.25,8192,75,40,0.001,0.5833333,0.46666667,0.47616255,0.51969486
236,236,3,StandardScaler,10,128,0.25,512,0.4,4096,75,20,0.001,0.68421054,0.43333334,0.5385712,0.54398096
237,237,3,StandardScaler,10,128,0.25,512,0.4,4096,75,40,0.001,0.5769231,0.5,0.39802462,0.54609805
238,238,3,StandardScaler,10,128,0.25,512,0.4,8192,75,20,0.001,0.64,0.53333336,0.52529335,0.5824127
239,239,3,StandardScaler,10,128,0.25,512,0.4,8192,75,40,0.001,0.6,0.5,0.4775841,0.545736
240,240,3,StandardScaler,10,128,0.4,128,0.25,4096,75,20,0.001,0.59090906,0.43333334,0.5119591,0.49470004
241,241,3,StandardScaler,10,128,0.4,128,0.25,4096,75,40,0.001,0.61904764,0.43333334,0.48104295,0.5648874
242,242,3,StandardScaler,10,128,0.4,128,0.25,8192,75,20,0.001,0.6666667,0.53333336,0.5592489,0.59455484
243,243,3,StandardScaler,10,128,0.4,128,0.25,8192,75,40,0.001,0.6666667,0.4,0.43953434,0.51465094
244,244,3,StandardScaler,10,128,0.4,128,0.4,4096,75,20,0.001,0.6666667,0.46666667,0.55961937,0.57824755
245,245,3,StandardScaler,10,128,0.4,128,0.4,4096,75,40,0.001,0.7058824,0.4,0.49870017,0.5546018
246,246,3,StandardScaler,10,128,0.4,128,0.4,8192,75,20,0.001,0.5882353,0.33333334,0.44004178,0.440846
247,247,3,StandardScaler,10,128,0.4,128,0.4,8192,75,40,0.001,0.6,0.3,0.420747,0.42238513
248,248,3,StandardScaler,10,128,0.4,512,0.25,4096,75,20,0.001,0.6923077,0.3,0.46972644,0.4773537
249,249,3,StandardScaler,10,128,0.4,512,0.25,4096,75,40,0.001,0.71428573,0.5,0.5148645,0.5836139
250,250,3,StandardScaler,10,128,0.4,512,0.25,8192,75,20,0.001,0.6666667,0.46666667,0.5353082,0.5560208
251,251,3,StandardScaler,10,128,0.4,512,0.25,8192,75,40,0.001,0.7222222,0.43333334,0.52417535,0.5578505
252,252,3,StandardScaler,10,128,0.4,512,0.4,4096,75,20,0.001,0.6315789,0.4,0.5358308,0.51768875
253,253,3,StandardScaler,10,128,0.4,512,0.4,4096,75,40,0.001,0.68421054,0.43333334,0.49806315,0.5808736
254,254,3,StandardScaler,10,128,0.4,512,0.4,8192,75,20,0.001,0.64285713,0.3,0.43689752,0.4374107
255,255,3,StandardScaler,10,128,0.4,512,0.4,8192,75,40,0.001,0.7,0.46666667,0.5052334,0.56990325
