,scaler,fs_model,fs_m,fs_univ_k,pca_n,tot_n_features,train_mcc,val_mcc,train_balanced_acc,val_balanced_acc
202,RobustScaler,ExtraTreesClf_10,2000,794,10,2412,1.0,0.4204689063932204,1.0,0.7494499374469047
203,RobustScaler,ExtraTreesClf_10,2000,794,100,2502,1.0,0.4262914725501698,1.0,0.753799693231497
204,RobustScaler,ExtraTreesClf_10,4000,9,0,4000,1.0,0.4088338709602161,1.0,0.7492685370357304
205,RobustScaler,ExtraTreesClf_10,4000,9,10,4010,1.0,0.4191020140140857,1.0,0.7495515610253806
206,RobustScaler,ExtraTreesClf_10,4000,9,100,4100,1.0,0.40245445200041646,1.0,0.745366429902008
207,RobustScaler,ExtraTreesClf_10,4000,71,0,4003,1.0,0.36673534540701186,1.0,0.72845704801039
208,RobustScaler,ExtraTreesClf_10,4000,71,10,4013,1.0,0.4289862006183169,1.0,0.7416012133690498
209,RobustScaler,ExtraTreesClf_10,4000,71,100,4103,1.0,0.4011574383379759,1.0,0.737071721502191
210,RobustScaler,ExtraTreesClf_10,4000,383,0,4052,1.0,0.39220636599869213,1.0,0.7329059101589296
211,RobustScaler,ExtraTreesClf_10,4000,383,10,4062,1.0,0.42315714942618166,1.0,0.7496321907437
212,RobustScaler,ExtraTreesClf_10,4000,383,100,4152,1.0,0.4144830536595862,1.0,0.7455268413285947
213,RobustScaler,ExtraTreesClf_10,4000,794,0,4207,1.0,0.3861576071546109,1.0,0.7329269040190859
214,RobustScaler,ExtraTreesClf_10,4000,794,10,4217,1.0,0.4360230570336856,1.0,0.7579856845538436
215,RobustScaler,ExtraTreesClf_10,4000,794,100,4307,1.0,0.4451945155986121,1.0,0.7582082466153377
216,RobustScaler,na,na,na,0,5408,1.0,0.41381818434543266,1.0,0.7454050572733086
